city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Velké Meziříčí,Velke Mezirici,49.3553,16.0122,Czechia,CZ,CZE,Vysočina,,11517,1203943102
Złocieniec,Zlocieniec,53.5269,16.0122,Poland,PL,POL,Zachodniopomorskie,,12373,1616208535
Gorišnica,Gorisnica,46.4122,16.0131,Slovenia,SI,SVN,Gorišnica,admin,856,1705561619
Cankova,Cankova,46.7193,16.0179,Slovenia,SI,SVN,Cankova,admin,416,1705097170
Sveti Jurij,Sveti Jurij,46.5683,16.0203,Slovenia,SI,SVN,Sveti Jurij ob Ščavnici,admin,209,1705832384
Ternitz,Ternitz,47.7167,16.0333,Austria,AT,AUT,Niederösterreich,,14632,1040196639
Kamienna Góra,Kamienna Gora,50.7833,16.0333,Poland,PL,POL,Dolnośląskie,minor,17998,1616000725
Rogašovci,Rogasovci,46.8053,16.0344,Slovenia,SI,SVN,Rogašovci,admin,2946,1705970248
Radenci,Radenci,46.6428,16.0453,Slovenia,SI,SVN,Radenci,admin,2171,1705609332
Znojmo,Znojmo,48.8556,16.0489,Czechia,CZ,CZE,Jihomoravský Kraj,,34146,1203362507
Zavrč,Zavrc,46.3917,16.0497,Slovenia,SI,SVN,Zavrč,admin,,1705477555
Velika Gorica,Velika Gorica,45.7,16.0667,Croatia,HR,HRV,Zagrebačka Županija,minor,61075,1191113594
Polkowice,Polkowice,51.5,16.0667,Poland,PL,POL,Dolnośląskie,minor,21786,1616214914
Nové Město na Moravě,Nove Mesto na Morave,49.5614,16.0742,Czechia,CZ,CZE,Vysočina,,9919,1203071196
Tomaž pri Ormožu,Tomaz pri Ormozu,46.4833,16.0794,Slovenia,SI,SVN,Sveti Tomaž,admin,254,1705837424
Głogów,Glogow,51.6589,16.0803,Poland,PL,POL,Dolnośląskie,minor,64261,1616244076
Kuzma,Kuzma,46.8333,16.0833,Slovenia,SI,SVN,Kuzma,admin,429,1705411351
Fürstenfeld,Furstenfeld,47.05,16.0833,Austria,AT,AUT,Steiermark,,8549,1040284464
Neunkirchen,Neunkirchen,47.7333,16.0833,Austria,AT,AUT,Niederösterreich,minor,12879,1040203057
Tišina,Tisina,46.6558,16.0933,Slovenia,SI,SVN,Tišina,admin,408,1705811179
Grad,Grad,46.7977,16.0984,Slovenia,SI,SVN,Grad,admin,620,1705033390
Hollabrunn,Hollabrunn,48.5667,16.1,Austria,AT,AUT,Niederösterreich,minor,11681,1040573324
Berndorf,Berndorf,47.9428,16.1036,Austria,AT,AUT,Niederösterreich,,9064,1040660595
Sesvete,Sesvete,45.8269,16.1111,Croatia,HR,HRV,Zagreb. Grad,,70800,1191537414
Wolsztyn,Wolsztyn,52.1167,16.1167,Poland,PL,POL,Wielkopolskie,minor,12504,1616069343
Ivanec,Ivanec,46.2264,16.1253,Croatia,HR,HRV,Varaždinska Županija,minor,12723,1191135840
Nowy Tomyśl,Nowy Tomysl,52.3167,16.1333,Poland,PL,POL,Wielkopolskie,minor,14116,1616447936
Križevci,Krizevci,46.5631,16.1399,Slovenia,SI,SVN,Križevci,admin,499,1705138690
Ormož,Ormoz,46.4086,16.1475,Slovenia,SI,SVN,Ormož,admin,1962,1705413437
Bosanska Krupa,Bosanska Krupa,44.8833,16.15,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina. Federation of,minor,10196,1070449050
Nové Město nad Metují,Nove Mesto nad Metuji,50.3447,16.1517,Czechia,CZ,CZE,Královéhradecký Kraj,,9378,1203259477
Puconci,Puconci,46.7039,16.1572,Slovenia,SI,SVN,Puconci,admin,633,1705677747
Legnica,Legnica,51.2083,16.1603,Poland,PL,POL,Dolnośląskie,minor,94878,1616578356
Vysoké Mýto,Vysoke Myto,49.9533,16.1617,Czechia,CZ,CZE,Pardubický Kraj,,12333,1203435938
Veržej,Verzej,46.5818,16.1623,Slovenia,SI,SVN,Veržej,admin,900,1705529436
Náchod,Nachod,50.4169,16.1631,Czechia,CZ,CZE,Královéhradecký Kraj,,19936,1203181897
Murska Sobota,Murska Sobota,46.6667,16.1667,Slovenia,SI,SVN,Murska Sobota,admin,11107,1705129726
Purkersdorf,Purkersdorf,48.2092,16.1792,Austria,AT,AUT,Niederösterreich,,9701,1040636796
Knin,Knin,44.0414,16.1986,Croatia,HR,HRV,Šibensko-Kninska Županija,minor,11633,1191313799
Boguszów-Gorce,Boguszow-Gorce,50.7667,16.2,Poland,PL,POL,Dolnośląskie,,14648,1616569765
Jawor,Jawor,51.05,16.2,Poland,PL,POL,Dolnośląskie,minor,21494,1616434559
Lubin,Lubin,51.4,16.2,Poland,PL,POL,Dolnośląskie,minor,70016,1616748050
Ljutomer,Ljutomer,46.5168,16.2027,Slovenia,SI,SVN,Ljutomer,admin,3244,1705303708
Bad Vöslau,Bad Voslau,47.9667,16.2167,Austria,AT,AUT,Niederösterreich,,11844,1040153986
Stockerau,Stockerau,48.3833,16.2167,Austria,AT,AUT,Niederösterreich,,16916,1040718812
Gornji Petrovci,Gornji Petrovci,46.805,16.2172,Slovenia,SI,SVN,Gornji Petrovci,admin,411,1705170234
Choceň,Chocen,50.0017,16.2231,Czechia,CZ,CZE,Pardubický Kraj,,8708,1203284714
Moravske-Toplice,Moravske-Toplice,46.6927,16.2281,Slovenia,SI,SVN,Moravske Toplice,admin,752,1705126489
Beltinci,Beltinci,46.606,16.2328,Slovenia,SI,SVN,Beltinci,admin,2430,1705238814
Dugo Selo,Dugo Selo,45.8058,16.2331,Croatia,HR,HRV,Zagrebačka Županija,minor,17676,1191082189
Baden,Baden,48.0075,16.2344,Austria,AT,AUT,Niederösterreich,minor,26286,1040765350
Kudowa-Zdrój,Kudowa-Zdroj,50.4383,16.2397,Poland,PL,POL,Dolnośląskie,,9627,1616102407
Sveti Ivan Zelina,Sveti Ivan Zelina,45.9596,16.2431,Croatia,HR,HRV,Zagrebačka Županija,minor,14602,1191628730
Wiener Neustadt,Wiener Neustadt,47.8167,16.25,Austria,AT,AUT,Niederösterreich,minor,44461,1040389518
Biały Kamień,Bialy Kamien,50.7814,16.2539,Poland,PL,POL,Dolnośląskie,,14278,1616208893
Mödling,Modling,48.0833,16.2667,Austria,AT,AUT,Niederösterreich,minor,20555,1040024396
Perchtoldsdorf,Perchtoldsdorf,48.1167,16.2667,Austria,AT,AUT,Niederösterreich,,15047,1040055191
Polička,Policka,49.715,16.2675,Czechia,CZ,CZE,Pardubický Kraj,,8910,1203964642
Središče ob Dravi,Sredisce ob Dravi,46.3933,16.2722,Slovenia,SI,SVN,Središče ob Dravi,admin,984,1705613407
Rychnov nad Kněžnou,Rychnov nad Kneznou,50.1631,16.2744,Czechia,CZ,CZE,Královéhradecký Kraj,,11178,1203123765
Odranci,Odranci,46.5856,16.2753,Slovenia,SI,SVN,Odranci,admin,1632,1705912877
Petrinja,Petrinja,45.4406,16.2783,Croatia,HR,HRV,Sisačko-Moslavačka Županija,minor,19950,1191586902
Brunn am Gebirge,Brunn am Gebirge,48.1,16.2833,Austria,AT,AUT,Niederösterreich,,11864,1040836072
Maria Enzersdorf,Maria Enzersdorf,48.1,16.2833,Austria,AT,AUT,Niederösterreich,,8829,1040889264
Wałbrzych,Walbrzych,50.7667,16.2833,Poland,PL,POL,Dolnośląskie,minor,104401,1616162263
Razkrižje,Razkrizje,46.5182,16.2882,Slovenia,SI,SVN,Razkrižje,admin,141,1705276725
Črenšovci,Crensovci,46.5747,16.2937,Slovenia,SI,SVN,Črenšovci,admin,1151,1705698578
Šalovci,Salovci,46.825,16.2981,Slovenia,SI,SVN,Šalovci,admin,392,1705296581
Traiskirchen,Traiskirchen,48.0167,16.3,Austria,AT,AUT,Niederösterreich,,18858,1040581289
Wschowa,Wschowa,51.8,16.3,Poland,PL,POL,Lubuskie,minor,13533,1616415919
Litomyšl,Litomysl,49.8719,16.3106,Czechia,CZ,CZE,Pardubický Kraj,,10441,1203430500
Guntramsdorf,Guntramsdorf,48.05,16.3167,Austria,AT,AUT,Niederösterreich,,9179,1040104912
Wiener Neudorf,Wiener Neudorf,48.0833,16.3167,Austria,AT,AUT,Niederösterreich,,9433,1040799859
Klosterneuburg,Klosterneuburg,48.3042,16.3167,Austria,AT,AUT,Niederösterreich,minor,27058,1040735965
Turnišče,Turnisce,46.6194,16.3223,Slovenia,SI,SVN,Turnišče,admin,1506,1705851676
Hodoš,Hodos,46.8285,16.3239,Slovenia,SI,SVN,Hodoš,admin,280,1705217643
Korneuburg,Korneuburg,48.3453,16.3331,Austria,AT,AUT,Niederösterreich,minor,12986,1040595988
Novi Marof,Novi Marof,46.1667,16.3333,Croatia,HR,HRV,Varaždinska Županija,minor,11795,1191054242
Świebodzice,Swiebodzice,50.8667,16.3333,Poland,PL,POL,Dolnośląskie,,22219,1616959677
Varaždin,Varazdin,46.3081,16.3378,Croatia,HR,HRV,Varaždinska Županija,admin,43782,1191291148
Strzegom,Strzegom,50.9611,16.3444,Poland,PL,POL,Dolnośląskie,,15371,1616613189
Velika Polana,Velika Polana,46.5719,16.3472,Slovenia,SI,SVN,Velika Polana,admin,870,1705627212
Dobrovnik,Dobrovnik,46.6515,16.3479,Slovenia,SI,SVN,Dobrovnik,admin,948,1705602796
Grodzisk Wielkopolski,Grodzisk Wielkopolski,52.2333,16.3667,Poland,PL,POL,Wielkopolskie,minor,15131,1616036580
Vienna,Vienna,48.2083,16.3725,Austria,AT,AUT,Wien,primary,2223236,1040261752
Sisak,Sisak,45.4872,16.3761,Croatia,HR,HRV,Sisačko-Moslavačka Županija,admin,40121,1191526652
Novi Grad,Novi Grad,45.0481,16.3769,Bosnia and Herzegovina,BA,BIH,Srpska. Republika,minor,27115,1070654182
Ivančice,Ivancice,49.1014,16.3775,Czechia,CZ,CZE,Jihomoravský Kraj,,9888,1203249406
Nedelišće,Nedelisce,46.3833,16.3833,Croatia,HR,HRV,Međimurska Županija,minor,11017,1191055882
Wronki,Wronki,52.7,16.3833,Poland,PL,POL,Wielkopolskie,,10918,1616756713
Ústí nad Orlicí,Usti nad Orlici,49.9739,16.3936,Czechia,CZ,CZE,Pardubický Kraj,,14141,1203823971
Ivanić-Grad,Ivanic-Grad,45.7081,16.3947,Croatia,HR,HRV,Zagrebačka Županija,minor,12982,1191909415
Kobilje,Kobilje,46.6837,16.3953,Slovenia,SI,SVN,Kobilje,admin,542,1705965317
Ebreichsdorf,Ebreichsdorf,47.9667,16.4,Austria,AT,AUT,Niederösterreich,,10942,1040140481
Opalenica,Opalenica,52.3078,16.4136,Poland,PL,POL,Wielkopolskie,,9360,1616220242
Tišnov,Tisnov,49.3486,16.4244,Czechia,CZ,CZE,Jihomoravský Kraj,,9223,1203595572
Vrbovec,Vrbovec,45.8833,16.4333,Croatia,HR,HRV,Zagrebačka Županija,minor,12981,1191484288
Čakovec,Cakovec,46.3858,16.4333,Croatia,HR,HRV,Međimurska Županija,admin,27122,1191424625
Česká Třebová,Ceska Trebova,49.9019,16.4472,Czechia,CZ,CZE,Pardubický Kraj,,15203,1203262802
Lendava,Lendava,46.5631,16.4519,Slovenia,SI,SVN,Lendava,admin,2954,1705653525
Trzcianka,Trzcianka,53.05,16.4667,Poland,PL,POL,Wielkopolskie,,16831,1616300801
Wałcz,Walcz,53.2667,16.4667,Poland,PL,POL,Zachodniopomorskie,minor,24167,1616129049
Gerasdorf bei Wien,Gerasdorf bei Wien,48.295,16.4675,Austria,AT,AUT,Niederösterreich,,11155,1040814671
Svitavy,Svitavy,49.7556,16.4694,Czechia,CZ,CZE,Pardubický Kraj,,16186,1203802204
Schwechat,Schwechat,48.1411,16.4786,Austria,AT,AUT,Niederösterreich,,18026,1040189871
Świdnica,Swidnica,50.85,16.4833,Poland,PL,POL,Dolnośląskie,minor,54792,1616002338
Nowa Ruda,Nowa Ruda,50.5833,16.5,Poland,PL,POL,Dolnośląskie,,21264,1616805229
Eisenstadt,Eisenstadt,47.85,16.5167,Austria,AT,AUT,Burgenland,admin,14476,1040751740
Bystrc,Bystrc,49.2247,16.5239,Czechia,CZ,CZE,Jihomoravský Kraj,,24714,1203641060
Kuřim,Kurim,49.2986,16.5314,Czechia,CZ,CZE,Jihomoravský Kraj,,11263,1203206546
Križevci,Krizevci,46.0258,16.5425,Croatia,HR,HRV,Koprivničko-Križevačka Županija,minor,18949,1191282973
Groß-Enzersdorf,Gross-Enzersdorf,48.2,16.55,Austria,AT,AUT,Niederösterreich,,11817,1040341836
Góra,Gora,51.6667,16.55,Poland,PL,POL,Dolnośląskie,minor,11173,1616282982
Kőszeg,Koszeg,47.3819,16.5522,Hungary,HU,HUN,Vas,minor,11723,1348854812
Deutsch-Wagram,Deutsch-Wagram,48.3,16.5667,Austria,AT,AUT,Niederösterreich,,8651,1040363748
Mistelbach,Mistelbach,48.5667,16.5667,Austria,AT,AUT,Niederösterreich,minor,11559,1040942506
Czarnków,Czarnkow,52.9,16.5667,Poland,PL,POL,Wielkopolskie,minor,10370,1616859392
Leszno,Leszno,51.8458,16.5806,Poland,PL,POL,Wielkopolskie,minor,61791,1616030015
Sopron,Sopron,47.6849,16.5831,Hungary,HU,HUN,Sopron,admin,98479,1348988570
Środa Śląska,Sroda Slaska,51.15,16.5833,Poland,PL,POL,Dolnośląskie,minor,9525,1616482692
Szamotuły,Szamotuly,52.6,16.5833,Poland,PL,POL,Wielkopolskie,minor,18639,1616500868
Körmend,Kormend,47.011,16.6058,Hungary,HU,HUN,Vas,minor,10255,1348688701
Brno,Brno,49.1925,16.6083,Czechia,CZ,CZE,Jihomoravský Kraj,admin,396101,1203676514
Lanškroun,Lanskroun,49.9122,16.6122,Czechia,CZ,CZE,Pardubický Kraj,,9709,1203727130
Bielawa,Bielawa,50.7,16.6167,Poland,PL,POL,Dolnośląskie,,28896,1616721687
Szombathely,Szombathely,47.2351,16.6219,Hungary,HU,HUN,Vas,admin,147920,1348565183
Popovača,Popovaca,45.5697,16.625,Croatia,HR,HRV,Sisačko-Moslavačka Županija,minor,10255,1191042353
Wołów,Wolow,51.3414,16.6283,Poland,PL,POL,Dolnośląskie,minor,12275,1616165743
Blansko,Blansko,49.3631,16.6431,Czechia,CZ,CZE,Jihomoravský Kraj,,20174,1203195651
Strasshof an der Nordbahn,Strasshof an der Nordbahn,48.3194,16.6475,Austria,AT,AUT,Niederösterreich,,10009,1040365922
Bystrzyca Kłodzka,Bystrzyca Klodzka,50.3,16.65,Poland,PL,POL,Dolnośląskie,,9414,1616639168
Kłodzko,Klodzko,50.4333,16.65,Poland,PL,POL,Dolnośląskie,minor,25717,1616824014
Kościan,Koscian,52.0833,16.65,Poland,PL,POL,Wielkopolskie,minor,24022,1616047191
Dzierżoniów,Dzierzoniow,50.7281,16.6511,Poland,PL,POL,Dolnośląskie,minor,31866,1616826931
Boskovice,Boskovice,49.4875,16.66,Czechia,CZ,CZE,Jihomoravský Kraj,,11996,1203299524
Moravská Třebová,Moravska Trebova,49.7581,16.6642,Czechia,CZ,CZE,Pardubický Kraj,,9685,1203455488
Sanski Most,Sanski Most,44.7667,16.6667,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina. Federation of,minor,47359,1070675252
Szczecinek,Szczecinek,53.7167,16.6833,Poland,PL,POL,Zachodniopomorskie,minor,38446,1616218175
Líšeň,Lisen,49.2075,16.6861,Czechia,CZ,CZE,Jihomoravský Kraj,,26781,1203926697
Prijedor,Prijedor,44.9808,16.7133,Bosnia and Herzegovina,BA,BIH,Srpska. Republika,minor,89397,1070565353
Gänserndorf,Ganserndorf,48.3406,16.7175,Austria,AT,AUT,Niederösterreich,minor,11404,1040375279
Brzeg Dolny,Brzeg Dolny,51.2708,16.7208,Poland,PL,POL,Dolnośląskie,,12765,1616585341
Piła,Pila,53.15,16.7333,Poland,PL,POL,Wielkopolskie,minor,71735,1616414354
Ključ,Kljuc,44.5333,16.7667,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina. Federation of,minor,18714,1070860636
Kutina,Kutina,45.4667,16.7833,Croatia,HR,HRV,Sisačko-Moslavačka Županija,minor,19601,1191337296
Komorniki,Komorniki,52.3361,16.8069,Poland,PL,POL,Wielkopolskie,,10990,1616794356
Plewiska,Plewiska,52.3664,16.8089,Poland,PL,POL,Wielkopolskie,,14160,1616010188
Koprivnica,Koprivnica,46.15,16.8167,Croatia,HR,HRV,Koprivničko-Križevačka Županija,admin,28580,1191924250
Ząbkowice Śląskie,Zabkowice Slaskie,50.5833,16.8167,Poland,PL,POL,Dolnośląskie,minor,14578,1616718625
Oborniki,Oborniki,52.65,16.8167,Poland,PL,POL,Wielkopolskie,minor,17629,1616127510
Bjelovar,Bjelovar,45.9,16.8333,Croatia,HR,HRV,Bjelovarsko-Bilogorska Županija,admin,36316,1191340640
Mosina,Mosina,52.2467,16.845,Poland,PL,POL,Wielkopolskie,,14511,1616028362
Zalaegerszeg,Zalaegerszeg,46.8392,16.8511,Hungary,HU,HUN,Zala,admin,55433,1348293073
Puszczykowo,Puszczykowo,52.2817,16.8542,Poland,PL,POL,Wielkopolskie,,9470,1616800720
Rawicz,Rawicz,51.6092,16.8575,Poland,PL,POL,Wielkopolskie,minor,20305,1616333894
Zábřeh,Zabreh,49.8825,16.8722,Czechia,CZ,CZE,Olomoucký Kraj,,13434,1203721653
Břeclav,Breclav,48.7589,16.8819,Czechia,CZ,CZE,Jihomoravský Kraj,,24544,1203778686
Luboń,Lubon,52.3333,16.8833,Poland,PL,POL,Wielkopolskie,,33024,1616642403
Chodzież,Chodziez,52.9833,16.9,Poland,PL,POL,Wielkopolskie,minor,18044,1616441880
Oborniki Śląskie,Oborniki Slaskie,51.2986,16.9017,Poland,PL,POL,Dolnośląskie,,9101,1616398472
Mohelnice,Mohelnice,49.7769,16.9194,Czechia,CZ,CZE,Olomoucký Kraj,,9424,1203067373
Garešnica,Garesnica,45.5667,16.9333,Croatia,HR,HRV,Bjelovarsko-Bilogorska Županija,minor,8624,1191726833
Sárvár,Sarvar,47.25,16.9333,Hungary,HU,HUN,Vas,minor,15003,1348516359
Poznań,Poznan,52.4083,16.9336,Poland,PL,POL,Wielkopolskie,admin,546859,1616725607
Šumperk,Sumperk,49.9653,16.9706,Czechia,CZ,CZE,Olomoucký Kraj,,25061,1203170809
Novska,Novska,45.3333,16.9833,Croatia,HR,HRV,Sisačko-Moslavačka Županija,minor,11137,1191890693
Nagykanizsa,Nagykanizsa,46.455,16.9925,Hungary,HU,HUN,Nagykanizsa,admin,43188,1348509592
Vyškov,Vyskov,49.2775,16.9989,Czechia,CZ,CZE,Jihomoravský Kraj,,20426,1203012353
Rogoźno,Rogozno,52.7492,16.9997,Poland,PL,POL,Wielkopolskie,,10959,1616112506
Gostyń,Gostyn,51.8792,17.0125,Poland,PL,POL,Wielkopolskie,minor,20210,1616275576
Śrem,Srem,52.0886,17.0147,Poland,PL,POL,Wielkopolskie,minor,28835,1616734639
Murowana Goślina,Murowana Goslina,52.5667,17.0167,Poland,PL,POL,Wielkopolskie,,10247,1616479191
Malacky,Malacky,48.4358,17.0178,Slovakia,SK,SVK,Bratislava,minor,18935,1703320479
Stupava,Stupava,48.2747,17.0317,Slovakia,SK,SVK,Bratislava,,12595,1703216738
Wrocław,Wroclaw,51.11,17.0325,Poland,PL,POL,Dolnośląskie,admin,672929,1616108520
Kapuvár,Kapuvar,47.6,17.0333,Hungary,HU,HUN,Győr-Moson-Sopron,minor,9953,1348249118
Złotów,Zlotow,53.3603,17.0408,Poland,PL,POL,Wielkopolskie,minor,18768,1616339419
Trzebnica,Trzebnica,51.305,17.0614,Poland,PL,POL,Dolnośląskie,minor,13631,1616145534
Strzelin,Strzelin,50.7833,17.0667,Poland,PL,POL,Dolnośląskie,minor,12131,1616993710
Swarzędz,Swarzedz,52.4083,17.0714,Poland,PL,POL,Wielkopolskie,,29295,1616602592
Litovel,Litovel,49.7011,17.0761,Czechia,CZ,CZE,Olomoucký Kraj,,9712,1203150242
Bratislava,Bratislava,48.1439,17.1097,Slovakia,SK,SVK,Bratislava,primary,475503,1703195001
Prostějov,Prostejov,49.4722,17.1106,Czechia,CZ,CZE,Olomoucký Kraj,,43551,1203172907
Petržalka,Petrzalka,48.1333,17.1167,Slovakia,SK,SVK,Bratislava,,114000,1703430611
Uničov,Unicov,49.7708,17.1214,Czechia,CZ,CZE,Olomoucký Kraj,,11122,1203442454
Kyjov,Kyjov,49.0103,17.1225,Czechia,CZ,CZE,Jihomoravský Kraj,,10844,1203980144
Hodonín,Hodonin,48.8489,17.1325,Czechia,CZ,CZE,Jihomoravský Kraj,,23805,1203626632
Celldömölk,Celldomolk,47.2557,17.1491,Hungary,HU,HUN,Vas,minor,9860,1348592916
Siechnice,Siechnice,51.0367,17.1525,Poland,PL,POL,Dolnośląskie,,9957,1616477794
Holíč,Holic,48.8122,17.1606,Slovakia,SK,SVK,Trnava,,11214,1703056774
Kiełczów,Kielczow,51.1406,17.1783,Poland,PL,POL,Dolnośląskie,,10572,1616463576
Banja Luka,Banja Luka,44.7725,17.1925,Bosnia and Herzegovina,BA,BIH,Srpska. Republika,admin,185042,1070859064
Wągrowiec,Wagrowiec,52.8,17.2,Poland,PL,POL,Wielkopolskie,minor,25773,1616366641
Jeseník,Jesenik,50.2297,17.2047,Czechia,CZ,CZE,Olomoucký Kraj,,10665,1203267061
Kostrzyń,Kostrzyn,52.3941,17.2221,Poland,PL,POL,Wielkopolskie,,9809,1616197568
Daruvar,Daruvar,45.5929,17.2237,Croatia,HR,HRV,Bjelovarsko-Bilogorska Županija,minor,10105,1191459511
Skalica,Skalica,48.8422,17.2267,Slovakia,SK,SVK,Trnava,minor,15471,1703467870
Czernica,Czernica,51.0464,17.2439,Poland,PL,POL,Dolnośląskie,,16070,1616599172
Keszthely,Keszthely,46.7696,17.2481,Hungary,HU,HUN,Zala,minor,18031,1348430852
Csorna,Csorna,47.6167,17.25,Hungary,HU,HUN,Győr-Moson-Sopron,minor,9680,1348687588
Olomouc,Olomouc,49.5939,17.2508,Czechia,CZ,CZE,Olomoucký Kraj,admin,101825,1203328061
Gradiška,Gradiska,45.1458,17.2539,Bosnia and Herzegovina,BA,BIH,Srpska. Republika,minor,51727,1070385329
Pezinok,Pezinok,48.2919,17.2661,Slovakia,SK,SVK,Bratislava,minor,24900,1703456673
Mosonmagyaróvár,Mosonmagyarovar,47.8737,17.2687,Hungary,HU,HUN,Győr-Moson-Sopron,minor,34226,1348666755
Jajce,Jajce,44.3417,17.2694,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina. Federation of,minor,12000,1070282607
Milicz,Milicz,51.5333,17.2833,Poland,PL,POL,Dolnośląskie,minor,11025,1616770210
Środa Wielkopolska,Sroda Wielkopolska,52.2333,17.2833,Poland,PL,POL,Wielkopolskie,minor,24225,1616107812
Bernolákovo,Bernolakovo,48.2083,17.2917,Slovakia,SK,SVK,Bratislava,,8801,1703400453
Šternberk,Sternberk,49.7306,17.2989,Czechia,CZ,CZE,Olomoucký Kraj,,13239,1203827138
Oława,Olawa,50.9333,17.3,Poland,PL,POL,Dolnośląskie,minor,33268,1616142881
Modra,Modra,48.3317,17.3089,Slovakia,SK,SVK,Bratislava,,9346,1703770416
Šamorín,Samorin,48.0267,17.3117,Slovakia,SK,SVK,Trnava,,13628,1703883370
Jelcz-Laskowice,Jelcz-Laskowice,51.0333,17.3333,Poland,PL,POL,Dolnośląskie,,15380,1616808157
Nysa,Nysa,50.4714,17.3339,Poland,PL,POL,Opolskie,minor,42151,1616093801
Nagyatád,Nagyatad,46.2227,17.3643,Hungary,HU,HUN,Somogy,minor,9508,1348804654
Senica,Senica,48.6806,17.3667,Slovakia,SK,SVK,Trnava,minor,19875,1703713928
Człuchów,Czluchow,53.65,17.3667,Poland,PL,POL,Pomorskie,minor,13343,1616601877
Głuchołazy,Glucholazy,50.3131,17.3742,Poland,PL,POL,Opolskie,,13143,1616458381
Veselí nad Moravou,Veseli nad Moravou,48.9536,17.3764,Czechia,CZ,CZE,Jihomoravský Kraj,,10642,1203951522
Nova Gradiška,Nova Gradiska,45.25,17.3833,Croatia,HR,HRV,Brodsko-Posavska Županija,minor,11690,1191025176
Virovitica,Virovitica,45.8333,17.3833,Croatia,HR,HRV,Virovitičko-Podravska Županija,admin,19302,1191128636
Oleśnica,Olesnica,51.2,17.3833,Poland,PL,POL,Dolnośląskie,minor,35856,1616255385
Kroměříž,Kromeriz,49.2989,17.3931,Czechia,CZ,CZE,Zlínský Kraj,,28185,1203995171
Senec,Senec,48.2189,17.3997,Slovakia,SK,SVK,Bratislava,minor,20116,1703144516
Donji Vakuf,Donji Vakuf,44.15,17.4,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina. Federation of,minor,13985,1070953048
Tapolca,Tapolca,46.8828,17.4081,Hungary,HU,HUN,Veszprém,minor,14206,1348079279
Marcali,Marcali,46.5858,17.4128,Hungary,HU,HUN,Somogy,minor,10700,1348924700
Krotoszyn,Krotoszyn,51.6833,17.4333,Poland,PL,POL,Wielkopolskie,minor,28704,1616105817
Bugojno,Bugojno,44.05,17.45,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina. Federation of,minor,34559,1070311249
Přerov,Prerov,49.4556,17.4511,Czechia,CZ,CZE,Olomoucký Kraj,,41634,1203137734
Uherské Hradiště,Uherske Hradiste,49.0697,17.4597,Czechia,CZ,CZE,Zlínský Kraj,,24812,1203165664
Barcs,Barcs,45.9601,17.4601,Hungary,HU,HUN,Somogy,minor,9845,1348676786
Bruntál,Bruntal,49.9883,17.4647,Czechia,CZ,CZE,Moravskoslezský Kraj,,15415,1203666435
Pápa,Papa,47.3237,17.468,Hungary,HU,HUN,Veszprém,minor,28789,1348169908
Brzeg,Brzeg,50.8667,17.4833,Poland,PL,POL,Opolskie,minor,34492,1616000502
Pobiedziska,Pobiedziska,52.4833,17.4833,Poland,PL,POL,Wielkopolskie,,9755,1616215352
Jarocin,Jarocin,51.9667,17.5,Poland,PL,POL,Wielkopolskie,minor,26565,1616201243
Srbac,Srbac,45.0958,17.5192,Bosnia and Herzegovina,BA,BIH,Srpska. Republika,minor,17587,1070950243
Sępólno Krajeńskie,Sepolno Krajenskie,53.45,17.53,Poland,PL,POL,Kujawsko-Pomorskie,minor,8914,1616234057
Otrokovice,Otrokovice,49.21,17.5308,Czechia,CZ,CZE,Zlínský Kraj,,17634,1203087231
Chojnice,Chojnice,53.7,17.55,Poland,PL,POL,Pomorskie,minor,39275,1616746687
Ajka,Ajka,47.1006,17.5522,Hungary,HU,HUN,Veszprém,minor,26643,1348671384
Myjava,Myjava,48.7492,17.5644,Slovakia,SK,SVK,Nitra,minor,10985,1703306179
Prudnik,Prudnik,50.3228,17.5767,Poland,PL,POL,Opolskie,minor,19747,1616117977
Holešov,Holesov,49.3333,17.5783,Czechia,CZ,CZE,Zlínský Kraj,,11538,1203380921
Września,Wrzesnia,52.3333,17.5833,Poland,PL,POL,Wielkopolskie,minor,31986,1616719550
Trnava,Trnava,48.3775,17.5883,Slovakia,SK,SVK,Trnava,admin,63803,1703497997
Nakło nad Notecią,Naklo nad Notecia,53.1403,17.5928,Poland,PL,POL,Kujawsko-Pomorskie,minor,17620,1616313608
Gniezno,Gniezno,52.5358,17.5958,Poland,PL,POL,Wielkopolskie,minor,65452,1616984350
Dunajská Streda,Dunajska Streda,47.9944,17.6194,Slovakia,SK,SVK,Trnava,minor,23044,1703872671
Győr,Gyor,47.6842,17.6344,Hungary,HU,HUN,Győr-Moson-Sopron,admin,246159,1348507878
Uherský Brod,Uhersky Brod,49.025,17.6472,Czechia,CZ,CZE,Zlínský Kraj,,16410,1203839661
Travnik,Travnik,44.2264,17.6597,Bosnia and Herzegovina,BA,BIH,Bosnia and Herzegovina. Federation of,minor,53482,1070285988
